"name","price_range","stars","neighborhood","business_id","hours","is_open","address","review_count","longitude","latitude","postal_code"
"Pizzeria Oro di Napoli","3","4","Etobicoke","JknT98CaJAfBPg6cxBn3iw","""['Monday 16:0-22:0', 'Tuesday 16:0-22:0', 'Wednesday 16:0-22:0', 'Thursday 16:0-22:0', 'Friday 16:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:0']""","1","2312 Lakeshore Boulevard W","9","-79.4871532","43.6176647","M8V 1B5"
"Donatello Restaurant","3","4","Downtown Core","Q4RSmF0s-AkaegrLFCLEbg","""['Monday 11:30-14:30', 'Monday 16:30-23:0', 'Tuesday 11:30-14:30', 'Tuesday 16:30-23:0', 'Wednesday 11:30-14:30', 'Wednesday 16:30-23:0', 'Thursday 11:30-14:30', 'Thursday 16:30-23:0', 'Friday 11:30-14:30', 'Friday 16:30-0:0', 'Saturday 16:30-0:0']""","1","37 Elm Street","91","-79.383474","43.657425","M5G 1H1"
"Woods Restaurant & Bar","3","4","St. Lawrence","UWupVhvb1qWZh8rNowJliQ","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 17:0-23:0']""","1","45 Colborne Street","53","-79.3750324","43.6489963","M5E 1E3"
"Piano Piano","3","3","","5dy8OiWJty9AuxBcBzeBZQ","""['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-22:0']""","1","88 Harbord Street","44","-79.4029775","43.6631673","M5S 1G5"
"Oro Restaurant","3","4","Downtown Core","yEgnxd3aUUgUoG7qJiuDlQ","""['Monday 11:30-14:0', 'Monday 17:30-22:0', 'Tuesday 11:30-14:0', 'Tuesday 17:30-22:0', 'Wednesday 11:30-14:0', 'Wednesday 17:30-22:0', 'Thursday 11:30-14:0', 'Thursday 17:30-22:0', 'Friday 11:30-14:0', 'Friday 17:30-22:0', 'Saturday 17:30-22:0']""","1","45 Elm Street","44","-79.3838275","43.6573002","M5G 1H1"
"Fabbrica","3","3.5","","OBG1j517k7aZRNC1HAL0TA","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-23:0', 'Friday 11:30-0:0', 'Saturday 11:30-0:0', 'Sunday 11:30-22:0']""","1","49 Karl Fraser Road","151","-79.3446503","43.7366198","M3C 0E5"
"Sidecar","3","4","Little Italy","TLMysu1mWiLEslCBon5W1g","""['Monday 17:0-2:0', 'Tuesday 17:0-2:0', 'Wednesday 17:0-2:0', 'Thursday 17:0-2:0', 'Friday 17:0-2:0', 'Saturday 17:0-2:0', 'Sunday 17:0-2:0']""","1","577 College Street","212","-79.4130828","43.6552003","M6G 1B2"
"Bellini's Ristorante","3","4","Yorkville","8E6Cu9E0gCg6FgffWXl8mA","","0","101 Yorkville Ave","9","-79.3924323","43.6707617","M5R 1C1"
"La Fenice","3","3.5","Entertainment District","WoXBfzGHcL3x6ME-X06qhA","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 17:0-22:0']""","1","319 King Street W","34","-79.3906991","43.6463048","M5V 1J5"
"La Cascina","3","4","","KkRUprt06Jg8ANLIQLPijQ","","1","1552 Ave Rd","15","-79.416217","43.7233683","M5M 3X5"
"Bricco Wine Bar","3","3.5","The Junction","LOEZ8zDGly7s-laA1OBIEw","","1","3047 Dundas Street W","43","-79.4709996","43.6654815","M6P"
"Paganelli's","3","3.5","Corktown","kpZ2vPjkHfee4pCLC05tfg","""['Monday 11:0-14:0', 'Monday 17:0-23:0', 'Tuesday 11:0-14:0', 'Tuesday 17:0-23:0', 'Wednesday 11:0-14:0', 'Wednesday 17:0-23:0', 'Thursday 11:0-14:0', 'Thursday 17:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']""","0","106 Front St E","58","-79.3703654","43.6498422","M5A 1E1"
"Annette Food Market","3","4","The Junction","8UiPh7jaIqT_Dm8Qt_9frA","""['Tuesday 5:0-22:0', 'Wednesday 5:0-22:0', 'Thursday 5:0-22:0', 'Friday 5:0-23:0', 'Saturday 5:0-23:0']""","1","240 Annette Street","33","-79.47112799","43.66254265","M6P 1R1"
"Paese","3","4","","aY0Y058p2_iWxMAZron2mg","""['Monday 17:30-21:30', 'Tuesday 11:30-14:30', 'Tuesday 17:30-22:0', 'Wednesday 11:30-14:30', 'Wednesday 17:30-22:0', 'Thursday 11:30-14:30', 'Thursday 17:30-23:0', 'Friday 17:30-23:0', 'Saturday 17:30-23:30', 'Sunday 17:30-21:30']""","1","3827 Bathurst Street","36","-79.4342103","43.7397281","M3H 3N1"
"Tutti Matti Restaurant","3","3.5","Entertainment District","C16ogi6ASv-sQW3SGScmNQ","""['Monday 11:30-15:0', 'Monday 17:0-22:0', 'Tuesday 11:30-15:0', 'Tuesday 17:0-22:0', 'Wednesday 11:30-15:0', 'Wednesday 17:0-22:0', 'Thursday 11:30-15:0', 'Thursday 17:0-22:0', 'Friday 11:30-15:0', 'Friday 17:0-22:0', 'Saturday 17:0-22:0']""","1","364 Adelaide Street W","67","-79.3939269","43.6473981","M5V 1R7"
"Francobollo","3","4.5","","FygWGVRGu9iBdoNU5f2rBw","""['Monday 12:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-22:0']""","1","1959 Avenue Road","13","-79.4195579","43.7344293","M5M 2M5"
"Politica Resto Bar","3","3.5","Niagara","YKbJP76PSTRXqTU_GNKoeQ","","0","127 Strachan Avenue","19","-79.4120547","43.6433151","M6J 2S7"
"Biagio Ristorante","3","4","St. Lawrence","OqYZdBUgmId7tZMAVpiFCw","""['Monday 11:30-15:0', 'Monday 18:0-22:0', 'Tuesday 11:30-15:0', 'Tuesday 18:0-22:0', 'Wednesday 11:30-15:0', 'Wednesday 18:0-22:0', 'Thursday 11:30-15:0', 'Thursday 18:0-22:0', 'Friday 11:30-15:0', 'Friday 18:0-22:0', 'Saturday 18:0-22:0']""","1","155 King St E","20","-79.3722562","43.6501845","M5C 1G9"
"Il Ponte Cucina Italiana","3","4","Riverdale","FOzChvW-f6mp0BGbrS-ywQ","""['Tuesday 11:30-15:0', 'Tuesday 17:0-22:0', 'Wednesday 11:30-15:0', 'Wednesday 17:0-22:0', 'Thursday 11:30-15:0', 'Thursday 17:0-22:0', 'Friday 11:30-15:0', 'Friday 17:0-22:0', 'Saturday 11:0-15:0', 'Saturday 17:0-23:0', 'Sunday 17:0-21:0']""","1","625 Queen Street E","31","-79.3528592","43.6580028","M4M 1G7"
"Church Aperitivo Bar","3","3.5","West Queen West","QGUeajuwtOSegh7JbrbuXA","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-23:0', 'Friday 17:0-2:0', 'Saturday 17:0-2:0']""","1","1090 Queen Street W","32","-79.4223131","43.6435217","M6J 1H7"
"Buca Yorkville","3","3.5","Yorkville","z8H4Mdzl4jS9pYswj6Jf9w","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 10:30-23:0', 'Sunday 10:30-22:0']""","1","53 Scollard Street","87","-79.3893921","43.6721423","M5R 0A1"
"Marinellas Italian Restaurant","3","4.5","Bickford Park","#NAME?","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-0:0', 'Saturday 17:0-0:0', 'Sunday 17:0-22:0']""","1","640 College Street","81","-79.4154641","43.65507641","M5V 2E8"
"Lusso Restaurant","3","3.5","Harbourfront","_W-qUlstqSuWZzvIOxTEXw","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 10:30-22:0', 'Sunday 10:30-21:0']""","0","""Queen's Quay Terminal, 207 Queen's Quay West""","8","-79.3806966","43.6386403","M5J 1A7"
"Five Doors North","3","4","Mount Pleasant and Davisville","wVc3g-YfyDvkOLDecpr4DA","""['Monday 17:0-23:0', 'Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0']""","1","2088 Yonge Street","77","-79.39761437","43.70221527","M4S 2A3"
"Fortuna Ristorante & Lounge","3","3","Yorkville","J0ET9_Zvh10E02BrEN74iw","""['Monday 9:0-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 17:0-23:0']""","0","12 Cumberland Street","20","-79.3879681","43.671077","M4W 1J5"
"Citta","3","3","City Place","mAhu38hHUQyOatamyQsOww","""['Monday 17:0-22:30', 'Tuesday 17:0-22:30', 'Wednesday 17:0-22:30', 'Thursday 17:0-22:30', 'Friday 17:0-22:30', 'Saturday 17:0-22:30', 'Sunday 11:0-14:30']""","0","92 Fort York Boulevard","36","-79.39701202","43.63986771","M5V 0C1"
"Pizza Pizza","3","3","","Xq9SvfRq_PBr8ma6vwh_Mw","""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-2:0']""","1","1393 Lawrence Avenue W","4","-79.4758842","43.7084148","M6L 1A4"
"Cucina 865","3","3.5","","6I715CbaGgu1Wu16ahmm8A","""['Monday 11:0-22:30', 'Tuesday 11:0-22:30', 'Wednesday 11:0-22:30', 'Thursday 11:0-22:30', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:30']""","0","865 York Mills Road","16","-79.34971377","43.75474071","M3B 1Y6"
"Fieramosca","3","4","The Annex","OJ6zfenoK-eBNI7vvNrOsg","""['Monday 11:30-15:0', 'Monday 17:30-22:30', 'Tuesday 17:30-22:30', 'Wednesday 17:30-22:30', 'Thursday 17:30-22:30', 'Friday 17:30-23:0', 'Saturday 17:30-23:0']""","1","36A Prince Arthur Avenue","60","-79.397444","43.6694985","M5R 1A9"
"Bistro Grande","3","3","","rOyzxtWGekcMBc4aNinZjg","","1","1000 Eglinton Avenue W","7","-79.4296338","43.7003475","M6C 2C5"
"Vittorio's On Avenue","3","3","","I1Y_Nal9YsnSPvvXb47Ofw","""['Monday 17:0-0:0', 'Tuesday 12:0-2:30', 'Wednesday 12:0-2:30', 'Thursday 12:0-2:30', 'Friday 12:0-2:30', 'Saturday 17:0-1:0']""","0","137 Avenue Rd","10","-79.3960984","43.6739721","M5R 1V2"
"Campagnolo","3","4","Little Italy","oJSa5HCiZXKLXxggQmecEQ","""['Monday 18:0-22:0', 'Tuesday 18:0-22:0', 'Wednesday 18:0-22:0', 'Thursday 18:0-23:0', 'Friday 18:0-23:0', 'Saturday 18:0-23:0', 'Sunday 18:0-22:0']""","1","832 Dundas Street W","158","-79.4094993","43.6517122","M6J 1V3"
"Vero Trattoria","3","2.5","Mount Pleasant and Davisville","ES8JP18I4sz72HEAWjk_KQ","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-22:0']""","1","1580 Bayview Ave","21","-79.375337","43.7056914","M4G 3B7"
"Villa Restaurant","3","3","Bloor-West Village","FYWbBFMAoIKuQlbUcBa9Zw","""['Monday 11:30-21:0', 'Tuesday 11:30-21:0', 'Wednesday 11:30-21:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:30', 'Saturday 10:30-22:30', 'Sunday 10:30-21:0']""","0","2277 Bloor Street W","37","-79.4786412","43.6506363","M6S 1P1"
"LAB","3","4","Little Italy","0O3H5plJx-Cq2A80qFVW5w","""['Monday 9:0-17:0', 'Tuesday 18:0-23:0', 'Wednesday 18:0-23:30', 'Thursday 18:0-23:30', 'Friday 18:0-23:30', 'Saturday 11:30-15:0', 'Sunday 11:30-15:0']""","0","651 College Street","17","-79.4159745","43.6549862","M6G 1B7"
"Tappo Wine Bar & Restaurant","3","3","Distillery District","9UX9_Vec2gxrrHvBjdzXgQ","""['Monday 12:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-0:0', 'Friday 12:0-0:0', 'Saturday 17:0-0:0', 'Sunday 17:0-22:0']""","1","55 Mill St","91","-79.3593","43.6497181","M5A 3C4"
"TOCA","4","4","Entertainment District","FJMMPL3pxAPYGEPB0Hwlhw","""['Monday 6:30-22:0', 'Tuesday 6:30-22:0', 'Wednesday 6:30-22:0', 'Thursday 6:30-22:0', 'Friday 6:30-22:0', 'Saturday 7:0-22:0', 'Sunday 7:0-22:0']""","1","""The Ritz-Carlton Hotel, 181 Wellington Street W""","77","-79.3871635","43.6454818","M5V 3G7"
"Scarpetta","4","3.5","","xJKVVTSIAwmSiY3cGJYwfg","""['Tuesday 18:0-22:0', 'Wednesday 18:0-22:0', 'Thursday 18:0-22:0', 'Friday 18:0-23:0', 'Saturday 18:0-23:0']""","0","550 Wellington Street W","47","-79.4016711","43.6428452","M5V 3L8"
"Michael's on Simcoe","4","3.5","Entertainment District","dulgBrNtDCGjYcbQa2E6uA","""['Monday 16:30-2:0', 'Tuesday 16:30-2:0', 'Wednesday 16:30-2:0', 'Thursday 16:30-2:0', 'Friday 16:30-2:0', 'Saturday 17:0-2:0', 'Sunday 17:0-2:0']""","1","100 Simcoe Street","63","-79.3863627","43.6480918","M5H 3T4"
"Maialino Enoteca Italiana","4","3.5","Parkdale","3cqB5VOEBP52C9wbC8P-UA","""['Tuesday 17:30-22:30', 'Wednesday 17:30-22:30', 'Thursday 17:30-22:30', 'Friday 17:30-22:30', 'Saturday 17:30-22:30', 'Sunday 17:30-22:0']""","0","1688 Queen Street W","18","-79.4445333","43.6391573","M6R 1B3"
"Ceno","4","4","The Annex","J4er8Ieb_vHaH4C9wC47qA","""['Monday 17:30-22:30', 'Tuesday 17:30-22:30', 'Wednesday 17:30-22:30', 'Thursday 17:30-22:30', 'Friday 17:30-23:0', 'Saturday 17:30-23:0']""","0","137 Ave Rd","4","-79.3961214","43.6739595","M5R 2H4"
"Piazzetta Trattoria","4","3","","9ybyFfpTnecSJzg8cbtzRg","","0","936 Eglinton Avenue W","7","-79.4284281","43.700506","M6C 2C2"
"Sotto Sotto Restaurant","4","4","The Annex","9Boahjn3QxlZnP2Aw_V1Rg","""['Monday 17:0-23:0', 'Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 12:0-15:0', 'Saturday 12:0-15:0', 'Sunday 17:0-23:0']""","0","116A Avenue Road","65","-79.39630508","43.67357549","M5R 2H4"
"Il Posto","4","3.5","Yorkville","fWhs5KYwHcRFKmJ5siNNdA","""['Monday 11:30-15:0', 'Monday 17:30-23:0', 'Tuesday 11:30-15:0', 'Tuesday 17:30-23:0', 'Wednesday 11:30-15:0', 'Wednesday 17:30-23:0', 'Thursday 11:30-15:0', 'Thursday 17:30-23:0', 'Friday 11:30-15:0', 'Friday 17:30-23:0', 'Saturday 11:30-15:0', 'Saturday 17:30-23:0', 'Sunday 17:30-23:0']""","1","148 Yorkville Avenue","11","-79.3940028","43.6704498","M5R 1C2"
"Public","4","3","Little Italy","8aPTNdySQ2ipjWtCJG0vnw","","0","596 College St","4","-79.4140145","43.6553017","M6G 1B4"
"Splendido Restaurant","4","4","","JH3zKlfslbSVeA_KsAaRRQ","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0']""","0","88 Harbord Street","126","-79.4028805","43.6629913","M5S 1G5"
"Mistura Restaurant","4","4","The Annex","fDkQcos3MqqCYGWfl64iiA","""['Monday 17:30-22:0', 'Tuesday 17:30-22:0', 'Wednesday 17:30-22:0', 'Thursday 17:30-23:0', 'Friday 17:30-23:0', 'Saturday 17:30-23:0']""","1","265 Davenport Road","44","-79.3982251","43.6742947","M5R 1J9"
"Opus Restaurant","4","4.5","The Annex","1PJpo48hSChCbriXEHGSjw","""['Monday 17:30-2:0', 'Tuesday 17:30-2:0', 'Wednesday 17:30-2:0', 'Thursday 17:30-2:0', 'Friday 17:30-2:0', 'Saturday 17:30-2:0', 'Sunday 17:30-2:0']""","1","37 Prince Arthur Avenue","39","-79.3972042","43.66924","M5R 1B2"
